type,client,tx,amount
deposit,336,4638,204.7819
chargeback,395,38,
resolve,139,3557,
chargeback,127,1160,
withdrawal,403,4639,391.0065
deposit,58,4640,298.0376
withdrawal,388,4641,316.0921
deposit,299,4642,63.6563
dispute,99,1001,
withdrawal,430,4643,792.6404
dispute,256,4421,
resolve,423,839,
resolve,323,1039,
deposit,485,4644,763.4098
withdrawal,215,4645,797.2466
deposit,90,4646,376.4204
withdrawal,360,4647,820.0528
deposit,357,4648,211.8945
withdrawal,398,4649,79.9415
resolve,355,1553,
chargeback,43,1352,
withdrawal,99,4650,806.5995
resolve,229,2367,
resolve,269,3206,
withdrawal,210,4651,503.7505
resolve,213,2070,
deposit,356,4652,407.0686
withdrawal,81,4653,958.0443
dispute,67,1995,
deposit,42,4654,664.3161
resolve,400,955,
resolve,462,4120,
withdrawal,484,4655,819.6832
deposit,161,4656,124.7997
dispute,427,1281,
resolve,229,3415,
deposit,269,4657,415.4582
dispute,482,4398,
withdrawal,201,4658,205.9112
deposit,64,4659,809.3854
deposit,478,4660,75.8817
deposit,159,4661,754.2302
withdrawal,440,4662,933.3625
deposit,390,4663,972.9954
deposit,110,4664,813.3249
dispute,271,2469,
deposit,318,4665,496.1317
deposit,171,4666,707.9011
withdrawal,112,4667,329.3327
deposit,195,4668,344.9838
deposit,121,4669,574.6234
chargeback,129,349,
deposit,436,4670,120.9181
deposit,227,4671,584.4212
chargeback,173,854,
deposit,351,4672,679.8658
withdrawal,324,4673,70.3989
resolve,285,3077,
deposit,295,4674,15.2791
deposit,281,4675,347.8438
dispute,44,2215,
dispute,499,3348,
withdrawal,53,4676,531.0089
deposit,188,4677,339.3181
withdrawal,187,4678,317.4517
deposit,140,4679,55.2534
dispute,92,2196,
deposit,43,4680,830.6435
withdrawal,259,4681,61.9479
deposit,472,4682,197.165
deposit,179,4683,1.8906
withdrawal,204,4684,583.842
resolve,307,4075,
withdrawal,98,4685,519.9223
dispute,302,1544,
dispute,298,2179,
dispute,198,693,
deposit,265,4686,715.2963
dispute,443,3133,
deposit,301,4687,978.6645
deposit,433,4688,326.8798
deposit,401,4689,13.7245
dispute,420,2214,
withdrawal,170,4690,859.7052
withdrawal,351,4691,993.2151
chargeback,320,606,
deposit,454,4692,120.1267
dispute,129,1855,
deposit,227,4693,502.428
chargeback,363,3426,
deposit,453,4694,509.0409
withdrawal,55,4695,584.6061
withdrawal,412,4696,559.9842
dispute,369,365,
deposit,499,4697,6.6763
withdrawal,117,4698,636.8463
deposit,106,4699,595.2216
deposit,308,4700,152.0013
withdrawal,239,4701,695.8572
deposit,132,4702,993.8732
deposit,89,4703,412.1946
deposit,379,4704,421.4991
resolve,74,1505,
withdrawal,496,4705,141.8476
withdrawal,11,4706,549.6376
withdrawal,207,4707,750.7676
withdrawal,334,4708,726.8093
deposit,6,4709,785.5547
withdrawal,219,4710,839.5939
deposit,202,4711,16.9398
withdrawal,403,4712,44.8672
deposit,424,4713,958.1297
deposit,52,4714,722.1911
withdrawal,413,4715,653.6005
resolve,500,802,
withdrawal,147,4716,783.9921
deposit,1,4717,585.6443
deposit,69,4718,548.9891
dispute,196,3687,
deposit,398,4719,13.9475
withdrawal,450,4720,599.7003
deposit,50,4721,671.8419
deposit,145,4722,768.0179
deposit,359,4723,66.3066
deposit,260,4724,816.3984
deposit,208,4725,976.277
deposit,479,4726,899.3714
deposit,409,4727,765.7354
deposit,403,4728,890.9138
deposit,55,4729,90.176
dispute,407,1621,
withdrawal,107,4730,726.1846
chargeback,363,257,
withdrawal,59,4731,758.7379
deposit,352,4732,770.171
deposit,500,4733,396.9988
resolve,192,549,
withdrawal,445,4734,424.3773
deposit,191,4735,599.5459
deposit,30,4736,411.3027
chargeback,291,2558,
deposit,494,4737,22.6751
resolve,448,1412,
withdrawal,18,4738,644.1807
deposit,266,4739,593.4713
resolve,140,4471,
withdrawal,77,4740,333.5437
deposit,155,4741,952.1111
deposit,326,4742,795.9973
withdrawal,354,4743,396.8571
withdrawal,125,4744,673.1047
deposit,301,4745,406.4856
deposit,130,4746,669.6615
deposit,354,4747,595.1905
deposit,455,4748,922.1447
withdrawal,133,4749,973.0944
resolve,127,1643,
dispute,464,1397,
deposit,184,4750,377.5958
chargeback,447,4430,
dispute,389,405,
deposit,387,4751,218.2812
deposit,80,4752,842.1518
deposit,8,4753,975.796
withdrawal,145,4754,468.4889
dispute,306,710,
deposit,25,4755,135.8278
withdrawal,356,4756,737.6288
deposit,85,4757,178.0059
dispute,144,2609,
deposit,444,4758,524.6795
withdrawal,321,4759,621.6463
deposit,136,4760,973.2919
deposit,251,4761,686.2185
deposit,304,4762,333.9704
deposit,125,4763,462.4106
dispute,219,3712,
deposit,94,4764,874.1752
withdrawal,408,4765,4.074
deposit,410,4766,29.0003
deposit,66,4767,527.949
deposit,178,4768,80.657
withdrawal,369,4769,153.9193
deposit,309,4770,293.1489
withdrawal,29,4771,811.357
withdrawal,330,4772,725.0384
dispute,141,4190,
chargeback,148,1834,
dispute,132,1543,
deposit,446,4773,409.0189
withdrawal,240,4774,901.1385
deposit,47,4775,247.2693
deposit,364,4776,634.4701
withdrawal,378,4777,754.0005
resolve,85,781,
deposit,264,4778,575.5744
deposit,98,4779,841.7269
deposit,352,4780,566.8797
deposit,294,4781,458.2252
deposit,216,4782,520.6165
withdrawal,14,4783,212.1418
chargeback,305,387,
resolve,6,3169,
deposit,430,4784,194.5194
dispute,348,2600,
dispute,107,2453,
deposit,93,4785,368.1251
deposit,113,4786,52.6737
dispute,308,2765,
deposit,24,4787,879.4825
dispute,79,2043,
resolve,231,1725,
resolve,205,1601,
resolve,225,4156,
withdrawal,177,4788,664.2463
deposit,382,4789,489.0677
deposit,376,4790,304.227
deposit,357,4791,927.7832
chargeback,90,1706,
resolve,17,1982,
deposit,216,4792,890.7439
deposit,466,4793,835.362
withdrawal,281,4794,224.4139
withdrawal,196,4795,431.6276
resolve,369,2194,
withdrawal,216,4796,318.4007
deposit,168,4797,872.8522
withdrawal,17,4798,339.9193
deposit,212,4799,387.7082
withdrawal,152,4800,536.0879
deposit,193,4801,184.7439
withdrawal,12,4802,217.1912
deposit,319,4803,830.0819
withdrawal,79,4804,538.6924
dispute,175,3383,
withdrawal,246,4805,978.6159
withdrawal,177,4806,296.914
dispute,452,1748,
deposit,497,4807,401.6262
deposit,436,4808,700.9223
deposit,403,4809,547.0916
resolve,371,2777,
dispute,240,3541,
dispute,182,1302,
deposit,272,4810,607.2964
deposit,449,4811,158.0788
deposit,293,4812,135.4631
resolve,449,3117,
withdrawal,319,4813,472.6969
deposit,392,4814,166.2853
withdrawal,111,4815,62.1195
chargeback,301,2733,
deposit,141,4816,449.4474
chargeback,211,1535,
deposit,304,4817,775.8809
deposit,451,4818,587.5168
deposit,269,4819,566.7525
dispute,320,2896,
resolve,46,1939,
deposit,244,4820,993.645
deposit,119,4821,722.4628
deposit,381,4822,431.8882
deposit,381,4823,950.7253
deposit,488,4824,705.8141
withdrawal,55,4825,862.4043
withdrawal,360,4826,82.8427
withdrawal,187,4827,107.7392
dispute,163,3661,
deposit,437,4828,690.8988
withdrawal,381,4829,739.0974
deposit,90,4830,351.3564
dispute,320,606,
deposit,421,4831,497.2818
resolve,492,2572,
deposit,372,4832,971.3204
withdrawal,274,4833,223.6458
withdrawal,357,4834,333.7884
deposit,106,4835,18.4705
dispute,262,675,
withdrawal,104,4836,645.7807
withdrawal,243,4837,240.8712
withdrawal,177,4838,557.0581
withdrawal,108,4839,519.3431
deposit,170,4840,172.018
withdrawal,267,4841,937.9358
withdrawal,62,4842,402.222
withdrawal,65,4843,289.1593
deposit,26,4844,246.2183
deposit,265,4845,466.9024
withdrawal,172,4846,959.2523
dispute,40,3282,
resolve,190,3850,
resolve,357,2780,
deposit,438,4847,702.5991
deposit,136,4848,214.768
chargeback,64,2647,
withdrawal,232,4849,841.9399
deposit,392,4850,135.2966
deposit,17,4851,49.6681
dispute,49,53,
chargeback,127,1160,
withdrawal,240,4852,913.6924
withdrawal,202,4853,692.2595
deposit,366,4854,222.6626
dispute,64,4526,
withdrawal,5,4855,354.4773
deposit,67,4856,558.9591
deposit,290,4857,873.554
deposit,433,4858,789.8972
deposit,133,4859,479.9991
deposit,292,4860,940.9002
deposit,225,4861,117.0993
withdrawal,392,4862,647.2732
resolve,392,2965,
dispute,308,300,
deposit,456,4863,772.7329
withdrawal,249,4864,768.0761
chargeback,161,2721,
deposit,206,4865,669.5274
withdrawal,321,4866,19.9397
deposit,179,4867,399.0574
withdrawal,333,4868,791.396
withdrawal,417,4869,246.6804
withdrawal,118,4870,136.9604
withdrawal,42,4871,786.8766
deposit,105,4872,751.8574
chargeback,136,3475,
dispute,119,2078,
deposit,74,4873,867.6445
deposit,77,4874,870.5803
resolve,172,3680,
chargeback,106,2378,
deposit,398,4875,35.8057
chargeback,229,1524,
withdrawal,354,4876,566.8347
deposit,141,4877,85.0624
withdrawal,272,4878,193.6974
deposit,71,4879,712.7148
deposit,325,4880,727.7326
chargeback,83,3555,
resolve,52,3427,
withdrawal,369,4881,14.4675
dispute,274,139,
deposit,397,4882,782.3336
withdrawal,45,4883,598.7014
deposit,344,4884,776.3315
deposit,331,4885,232.8636
deposit,448,4886,918.793
deposit,349,4887,557.5263
dispute,191,4735,
dispute,360,382,
deposit,176,4888,852.803
deposit,5,4889,498.5505
deposit,169,4890,57.1256
withdrawal,122,4891,716.6721
deposit,323,4892,396.6821
dispute,208,4725,
deposit,12,4893,278.1763
deposit,437,4894,534.1739
withdrawal,271,4895,847.4888
deposit,113,4896,480.8113
withdrawal,12,4897,175.0318
withdrawal,230,4898,401.8518
dispute,260,2863,
deposit,371,4899,390.7229
withdrawal,10,4900,505.9628
withdrawal,463,4901,733.1988
resolve,305,387,
deposit,413,4902,211.1269
resolve,10,4571,
deposit,447,4903,500.0997
withdrawal,423,4904,447.2502
deposit,357,4905,654.6763
withdrawal,369,4906,285.9472
deposit,189,4907,775.7275
deposit,170,4908,749.0952
dispute,450,3234,
withdrawal,245,4909,942.1406
dispute,496,3042,
deposit,139,4910,335.5372
withdrawal,187,4911,401.7512
deposit,232,4912,866.5549
deposit,267,4913,25.2741
dispute,66,313,
withdrawal,427,4914,922.4138
dispute,147,4341,
dispute,352,4780,
deposit,420,4915,612.5303
dispute,239,740,
withdrawal,236,4916,611.2227
deposit,258,4917,322.4411
resolve,64,4659,
deposit,25,4918,644.9978
deposit,90,4919,590.7624
dispute,283,2621,
deposit,239,4920,597.5762
deposit,481,4921,286.0756
resolve,91,1534,
deposit,332,4922,89.1065
deposit,479,4923,429.6488
chargeback,43,1352,
dispute,353,2653,
chargeback,374,2084,
dispute,459,1660,
resolve,288,310,
withdrawal,164,4924,724.913
deposit,92,4925,663.6552
deposit,25,4926,910.8862
withdrawal,111,4927,143.3975
deposit,393,4928,300.3818
dispute,339,3820,
deposit,59,4929,528.4214
deposit,228,4930,881.2831
deposit,408,4931,214.5833
resolve,267,4336,
deposit,342,4932,639.5871
deposit,70,4933,335.5423
deposit,48,4934,457.3782
deposit,135,4935,216.6019
deposit,43,4936,525.198
withdrawal,141,4937,771.6422
withdrawal,330,4938,589.6519
deposit,246,4939,434.0892
chargeback,466,1139,
dispute,51,4089,
dispute,375,1067,
deposit,448,4940,367.2505
deposit,258,4941,996.4879
deposit,53,4942,428.8302
deposit,58,4943,648.4897
deposit,314,4944,116.9624
deposit,277,4945,337.2201
deposit,269,4946,7.0143
deposit,380,4947,716.5386
withdrawal,148,4948,582.2278
deposit,21,4949,115.7974
withdrawal,348,4950,210.6331
withdrawal,33,4951,697.5348
deposit,240,4952,905.2296
resolve,201,577,
deposit,19,4953,667.5196
deposit,424,4954,613.4842
withdrawal,91,4955,324.4375
deposit,489,4956,735.5242
withdrawal,353,4957,243.2482
deposit,292,4958,611.1265
deposit,172,4959,294.6262
dispute,62,1551,
dispute,116,3653,
chargeback,394,3583,
withdrawal,371,4960,390.1641
deposit,231,4961,571.7925
deposit,381,4962,920.3387
deposit,210,4963,447.1704
withdrawal,78,4964,416.243
deposit,279,4965,180.817
withdrawal,157,4966,667.6434
dispute,97,149,
withdrawal,203,4967,357.7778
deposit,77,4968,650.8726
withdrawal,370,4969,430.0804
resolve,13,4300,
deposit,306,4970,648.7909
deposit,299,4971,403.4545
withdrawal,462,4972,647.5244
deposit,441,4973,911.146
deposit,168,4974,121.932
resolve,465,4009,
deposit,284,4975,631.1162
withdrawal,487,4976,663.9511
dispute,424,3543,
resolve,326,2763,
deposit,311,4977,510.4274
resolve,403,4024,
dispute,334,1794,
deposit,254,4978,84.9204
deposit,218,4979,718.7518
deposit,213,4980,90.0479
deposit,301,4981,216.6073
deposit,371,4982,479.4566
deposit,245,4983,726.3793
withdrawal,260,4984,588.5222
dispute,144,3975,
deposit,485,4985,448.1861
deposit,322,4986,897.1036
withdrawal,42,4987,245.7688
withdrawal,166,4988,600.3294
withdrawal,349,4989,512.569
deposit,207,4990,425.8358
withdrawal,320,4991,500.3094
chargeback,492,2922,
deposit,379,4992,596.9941
withdrawal,65,4993,839.5483
withdrawal,297,4994,187.0644
deposit,453,4995,838.058
dispute,73,2324,
deposit,348,4996,911.4063
withdrawal,408,4997,395.369
deposit,485,4998,223.9866
withdrawal,366,4999,451.2086
withdrawal,254,5000,140.7933
deposit,201,5001,917.5847
resolve,92,4925,
deposit,353,5002,946.6795
withdrawal,310,5003,605.5526
chargeback,51,2447,
withdrawal,222,5004,343.0208
deposit,18,5005,744.8187
deposit,413,5006,183.7343
deposit,137,5007,403.2556
deposit,350,5008,991.9148
deposit,493,5009,935.2448
deposit,315,5010,267.4509
withdrawal,420,5011,93.171
deposit,268,5012,742.8335
withdrawal,170,5013,22.6213
dispute,186,3341,
dispute,31,1596,
deposit,486,5014,773.0209
deposit,384,5015,329.9191
deposit,99,5016,12.9995
deposit,141,5017,222.7636
deposit,339,5018,507.7641
resolve,318,3003,
deposit,52,5019,708.8232
deposit,85,5020,400.3548
deposit,381,5021,86.872
deposit,471,5022,283.1788
withdrawal,186,5023,285.9315
deposit,375,5024,363.9509
withdrawal,250,5025,625.0949
deposit,79,5026,332.222
resolve,219,3265,
withdrawal,52,5027,31.2107
deposit,173,5028,314.2527
dispute,66,3947,
deposit,327,5029,705.6105
deposit,467,5030,439.5778
resolve,383,999,
deposit,466,5031,915.3802
deposit,300,5032,44.9876
deposit,97,5033,337.7475
deposit,111,5034,534.4785
withdrawal,252,5035,66.249
deposit,229,5036,735.0676
deposit,354,5037,252.3267
deposit,345,5038,902.7973
deposit,277,5039,317.998
resolve,355,514,
withdrawal,183,5040,665.5419
deposit,157,5041,280.0887
dispute,24,4787,
deposit,495,5042,25.3377
withdrawal,133,5043,405.9125
deposit,440,5044,344.5389
deposit,152,5045,289.043
withdrawal,91,5046,916.5785
deposit,270,5047,71.6791
deposit,87,5048,197.4836
deposit,26,5049,816.0311
withdrawal,431,5050,608.2257
withdrawal,82,5051,203.6325
dispute,287,1835,
withdrawal,158,5052,493.0344
dispute,33,592,
dispute,385,4492,
dispute,315,3358,
deposit,184,5053,420.7653
deposit,102,5054,237.0041
withdrawal,275,5055,100.137
withdrawal,256,5056,793.6737
resolve,128,3143,
deposit,385,5057,535.3434
deposit,199,5058,895.9712
withdrawal,287,5059,898.3871
deposit,139,5060,668.768
deposit,465,5061,244.0306
dispute,429,4395,
deposit,212,5062,673.9619
resolve,413,4256,
resolve,295,2805,
resolve,343,1190,
deposit,450,5063,415.435
deposit,237,5064,359.2348
resolve,469,836,
deposit,95,5065,83.0192
dispute,173,3131,
withdrawal,167,5066,191.8331
deposit,8,5067,329.5946
resolve,130,1109,
resolve,146,3799,
deposit,329,5068,822.6124
deposit,50,5069,582.3083
deposit,145,5070,889.9684
withdrawal,411,5071,504.499
deposit,142,5072,998.6143
deposit,222,5073,988.2863
withdrawal,32,5074,779.8687
resolve,226,4585,
deposit,394,5075,775.2149
withdrawal,62,5076,356.6041
dispute,485,4985,
deposit,181,5077,143.8253
deposit,69,5078,173.7093
deposit,224,5079,133.4132
deposit,4,5080,198.4851
withdrawal,165,5081,996.4428
deposit,188,5082,246.2196
dispute,45,2423,
deposit,2,5083,568.2527
withdrawal,397,5084,333.3026
dispute,274,2963,
dispute,236,4452,
withdrawal,173,5085,653.2036
dispute,387,4002,
withdrawal,278,5086,95.8695
withdrawal,478,5087,795.37
deposit,185,5088,472.4354
dispute,336,1133,
deposit,438,5089,732.7705
deposit,265,5090,358.1271
withdrawal,397,5091,982.2999
dispute,332,1234,
withdrawal,491,5092,50.6503
withdrawal,142,5093,431.2108
withdrawal,11,5094,122.3762
deposit,2,5095,113.7229
deposit,227,5096,291.7698
resolve,214,2282,
deposit,152,5097,490.3923
deposit,216,5098,469.7583
withdrawal,309,5099,172.0589
withdrawal,69,5100,329.0222
withdrawal,160,5101,180.5572
withdrawal,40,5102,905.8043
withdrawal,383,5103,711.1841
dispute,10,2974,
dispute,59,4929,
deposit,140,5104,287.7391
deposit,117,5105,766.6664
deposit,305,5106,823.9088
withdrawal,104,5107,304.1416
withdrawal,451,5108,574.2074
deposit,288,5109,819.3531
dispute,93,812,
deposit,379,5110,702.5936
resolve,329,582,
deposit,182,5111,264.5143
resolve,29,3193,
dispute,266,3565,
deposit,395,5112,456.135
deposit,8,5113,957.6989
withdrawal,28,5114,605.0104
deposit,34,5115,39.0969
chargeback,127,3280,
deposit,44,5116,542.5557
deposit,307,5117,561.0147
withdrawal,310,5118,439.7815
resolve,59,3331,
deposit,472,5119,286.5389
dispute,106,4835,
deposit,385,5120,518.8987
resolve,152,3320,
withdrawal,494,5121,399.5469
dispute,67,4165,
chargeback,311,3559,
withdrawal,14,5122,849.1664
deposit,360,5123,568.3209
deposit,268,5124,791.3179
deposit,418,5125,53.8849
resolve,161,1713,
deposit,408,5126,962.5184
withdrawal,65,5127,110.2488
deposit,440,5128,297.9602
dispute,422,3822,
deposit,222,5129,564.4952
withdrawal,337,5130,626.5318
withdrawal,280,5131,528.7114
deposit,436,5132,935.7025
deposit,81,5133,189.9131
deposit,348,5134,478.7577
resolve,266,4739,
withdrawal,51,5135,28.4675
deposit,441,5136,761.7205
deposit,123,5137,929.7572
dispute,237,2018,
deposit,389,5138,705.1984
deposit,375,5139,109.8842
withdrawal,448,5140,680.6413
resolve,63,3211,
chargeback,195,4475,
dispute,303,1970,
withdrawal,382,5141,81.3365
withdrawal,273,5142,737.8601
resolve,409,4727,
deposit,371,5143,206.0263
deposit,179,5144,553.9921
deposit,214,5145,715.8218
withdrawal,476,5146,686.8372
withdrawal,107,5147,841.318
withdrawal,25,5148,211.3849
deposit,403,5149,286.7757
deposit,33,5150,860.1146
dispute,17,2713,
deposit,201,5151,536.6868
deposit,361,5152,645.1191
chargeback,445,4579,
withdrawal,248,5153,76.6059
withdrawal,93,5154,261.5634
deposit,275,5155,494.6139
deposit,422,5156,737.9383
resolve,53,4377,
dispute,420,3389,
deposit,200,5157,667.3187
deposit,2,5158,545.6664
deposit,398,5159,404.5975
chargeback,22,596,
deposit,15,5160,591.3293
withdrawal,260,5161,512.5856
withdrawal,500,5162,783.0352
deposit,267,5163,9.61
deposit,160,5164,442.0267
deposit,368,5165,989.0698
deposit,374,5166,533.1392
withdrawal,333,5167,939.7082
dispute,64,3121,
dispute,404,2968,
chargeback,490,462,
deposit,470,5168,627.7013
dispute,22,4620,
withdrawal,277,5169,456.4384
deposit,268,5170,118.812
deposit,287,5171,114.6379
dispute,112,1428,
deposit,389,5172,496.2894
resolve,478,4660,
deposit,271,5173,750.0918
deposit,96,5174,380.0652
deposit,72,5175,438.307
deposit,488,5176,451.1272
deposit,235,5177,564.9338
deposit,492,5178,202.4186
deposit,39,5179,580.4057
deposit,99,5180,544.5767
deposit,460,5181,573.7433
withdrawal,148,5182,452.8922
deposit,80,5183,284.9955
deposit,317,5184,841.2085
withdrawal,113,5185,190.3629
withdrawal,293,5186,630.2699
deposit,227,5187,549.742
deposit,290,5188,779.0154
withdrawal,156,5189,905.8221
deposit,83,5190,562.9436
deposit,26,5191,623.0601
deposit,50,5192,101.5197
withdrawal,2,5193,339.5796
chargeback,438,1571,
deposit,454,5194,368.4358
resolve,424,1875,
resolve,152,5097,
deposit,61,5195,402.1417
withdrawal,324,5196,731.7696
deposit,158,5197,5.9097
deposit,333,5198,691.4221
withdrawal,226,5199,250.5449
withdrawal,8,5200,569.4711
resolve,139,4910,
withdrawal,42,5201,448.303
deposit,83,5202,333.1367
chargeback,387,2815,
deposit,214,5203,163.5243
withdrawal,247,5204,872.6353
withdrawal,101,5205,101.682
deposit,442,5206,706.9904
deposit,45,5207,407.6199
deposit,325,5208,282.5935
deposit,413,5209,287.5393
deposit,37,5210,403.8121
withdrawal,328,5211,247.0172
deposit,330,5212,954.7588
deposit,452,5213,267.1905
deposit,247,5214,306.2768
deposit,89,5215,233.6404
deposit,87,5216,10.0132
resolve,67,4856,
withdrawal,213,5217,636.9598
deposit,429,5218,899.2159
deposit,397,5219,705.2934
withdrawal,2,5220,138.2423
chargeback,334,741,
deposit,211,5221,630.6899
deposit,7,5222,534.8647
withdrawal,180,5223,608.433
withdrawal,251,5224,46.6357
withdrawal,385,5225,797.2572
withdrawal,19,5226,120.6552
chargeback,327,3166,
deposit,469,5227,636.0284
withdrawal,252,5228,656.0351
